14,shield,v.,protect,defend,safeguard,,보호하다,Lisa brings an umbrella to shield herself from the hot sun during the summer months.,Lisa는 여름철 동안 뜨거운 태양으로부터 자신을 보호하기 위해 양산을 가지고 다닌다.,
14,spearhead,v.,lead,lead the way,head,,앞장서다,Nelson Mandela spearheaded South Africa's struggle for independence.,Nelson Mandela는 남아프리카의 독립을 위한 투쟁에 앞장섰다.,
14,methodically,adv.,systematically,,,,체계적으로,Astronomers methodically count the number of sunspots that occur each year.,천문학자들은 매년 발생하는 태양의 흑점 개수를 체계적으로 센다.,
14,manage to,phr.,be able to,,,,간신히 ~하다,"With a lot of effort, the team managed to win the championship game.",수많은 노력으로 그 팀은 결승전에서 간신히 승리했다.,
15,intact,adj.,undamaged,unbroken,whole,complete,손상되지 않은,The machine remained intact despite the explosion.,폭발에도 불구하고 그 기계는 손상되지 않은 채로 남아 있었다.,
15,albeit,conj.,"although, though",even though,,,비록 ~일지라도,"Many developing economies are growing steadily, albeit slowly.",많은 개발도상국들이 비록 느리긴 하지만 꾸준히 성장하고 있다.,
15,complex,adj.,intricate,complicated,elaborate,involved,복잡한,Biologists seek to understand how complex species evolved from simpler ones.,생물학자들은 복잡한 종이 좀 더 단순한 종에서 어떻게 진화했는지를 이해하려고 노력했다.,
15,complex,n.,group of buildings,system,,,"복합 건물, 복합체",A new shopping complex is being built in town.,새로운 복합 쇼핑 건물이 마을에 건설되고 있다.,
15,conventional,adj.,traditional,customary,standard,usual,"전통적인, 통례의","In ancient times, conventional farming practices included the use of organic fertilizer.",고대 시대에 전통적인 농사법은 유기농 비료의 사용을 포함했다.,
15,reasonable,adj.,sensible,rational,logical,,합리적인,It seems reasonable to be tough on habitual criminals.,상습 범죄자들에게 엄한 것은 합리적인 것처럼 보인다.,
15,reasonable,adj.,sufficient,,,,(가격이) 적당한,The quality of the restaurant's food is reasonable considering the low prices.,그 식당의 음식의 질은 낮은 가격을 고려할 때 적당하다.,
15,attainment,n.,achievement,accomplishment,fulfillment,,성취,It takes many years of practice to reach that level of attainment in chess.,체스에서 그 정도의 성취에 이르려면 수년에 걸친 연습이 필요하다.,
15,progressively,adv.,increasingly,,,,점진적으로,The government must clean up the air by setting progressively tighter pollution limits on power plants.,정부는 발전소들에 점진적으로 더 엄격한 오염 허용치를 설정함으로써 공기를 정화해야만 한다.,
15,drawback,n.,disadvantage,problem,defect,shortcoming,"결점, 단점",One drawback of the book is that it does not contain any English translations.,그 책의 한 가지 결점은 어떠한 영어 번역도 포함하고 있지 않다는 것이다.,
15,suppress,v.,hold back,restrain,,,"억제하다, 참다",Jonas was unable to suppress his anger.,Jonas는 그의 분노를 억제할 수 없었다.,
15,suppress,v.,stop by force,,,,진압하다,Hundreds of troops were sent to suppress the rebellion.,반란을 진압하기 위해 수백 명의 병력이 파병됐다.,
15,incidentally,adv.,by the way,,,,"덧붙여 말하자면, 그런데","Nathan is on vacation today; incidentally, he'll be gone all week.","Nathan은 오늘 휴가 중이고, 덧붙여 말하자면 그는 이번 주 내내 없을 것이다.",
15,tactic,n.,strategy,maneuver,,,전술,Prohibitionists achieved their goals because of their group tactics.,주류 판매 금지론자들은 그들의 집단 전략 덕분에 목표를 달성한다.,
15,substantial,adj.,large,considerable,significant,noticeable,상당한,"As a salesperson, Howard takes a substantial number of business trips every year.","영업 사원으로서, Howard는 매년 상당한 수의 출장을 다닌다.",
15,verify,v.,confirm,establish the truth of,validate,,"입증하다, 확인하다",The Hubble Space Telescope helped scientists verify the existence of black holes.,허블 우주 망원경은 과학자들이 블랙홀의 존재를 입증하는 것을 도와주었다.,
15,sustained,adj.,constant,continued,uninterrupted,prolonged,지속적인,Running a marathon requires sustained physical activity and great endurance.,마라톤을 뛰는 것은 지속적인 신체 활동과 엄청난 인내력을 필요로 한다.,
15,radical,adj.,fundamental,basic,,,근본적인,The president promised to make radical changes to the country's health care system.,대통령은 나라의 의료보험 제도에 근본적인 변화를 추진하겠다고 약속했다.,
15,radical,adj.,extreme,drastic,,,"극단적인, 과격한",Radical social change came about when a revolutionary consciousness was developed.,혁명적 의식이 발달했을 때 극단적인 사회 변화가 일어났다.,
15,prime,adj.,peak,high-quality,superior,main,"최고의, 주요한","The prime time for bird watching is early morning, when there are few people to disturb the wildlife.","조류 관찰을 위한 최고의 시간대는 이른 아침인데, 그 시각에는 야생 동물을 방해하는 사람이 거의 없다.",
15,grasp,v.,understand,catch,comprehend,apprehend,이해하다,Only a few students could grasp Professor Benton's physics lecture.,몇 안 되는 학생들만이 Benton 교수의 물리학 강의를 이해할 수 있었다.,
15,prominently,adv.,very noticeably,conspicuously,notably,,눈에 띄게,Economic issues are expected to figure prominently in the upcoming election.,경제 문제는 다가오는 선거에서 눈에 띄게 대두될 것으로 예상된다.,
15,precipitate,v.,bring about,cause,give rise to,trigger,"재촉하다, 일으키다",The protest by the labor union precipitated changes in the company's policies.,노동 조합의 시위는 그 회사의 정책들에 변화를 재촉했다.,
15,interlock,v.,link,connect,join,,서로 맞물리다,"According to the theory of continental drift, the Himalayas were formed when two large land masses interlocked.","대륙 이동설에 따르면, 히말라야 산맥은 거대한 두 대륙이 서로 맞물렸을 때 형성되었다.",
15,accordingly,adv.,consequently,for that reason,,,그에 따라서,"Sam was told to speak briefly; accordingly, he shortened his speech.",Sam은 간단히 말하라고 당부받아서 그에 따라 연설을 짧게 줄였다.,
15,relevant,adj.,applicable,pertinent,germane,,"관련된, 적절한","During the investigation, the committee looked at all relevant facts in the case.",수사 기간 동안 위원회는 그 사건과 관련된 모든 사실들을 검토하였다.,
15,remarkably,adv.,surprisingly,,,,신기하게도,"The sky was full of very dark clouds, but remarkably it did not rain.",하늘에 먹구름이 가득했지만 신기하게도 비는 내리지 않았다.,
15,disputable,adj.,challengeable,debatable,arguable,,논란의 여지가 있는,The scientist's claim was controversial because it was based on disputable evidence.,그 과학자의 주장은 논란의 여지가 있는 증거에 기반했기 때문에 논란이 되었다.,
15,ambitious,adj.,desiring success,aspiring,,,야심 있는,"As a military leader who conquered a huge portion of the ancient world, Alexander the Great was highly ambitious.","알렉산더 대왕은 고대 세계의 거대한 부분을 정복한 군 지휘관으로서, 대단히 야심이 있었다.",
15,congeal,v.,solidify,harden,stiffen,condense,"굳다, 응고하다","Once the chef took the meat out of the oven, it began to cool down and a layer of fat congealed over it.",요리사가 오븐에서 고기를 꺼내자마자 고기는 식기 시작했고 그 위에 지방층이 굳었다.,
15,cautious,adj.,careful,wary,prudent,discreet,"신중한, 조심성 있는",The hikers chose a cautious approach in the unfamiliar territory.,도보 여행자들은 낯선 지역에서 신중한 접근법을 택했다.,
15,realm,n.,area,field,sphere,domain,"영역, 범위",The microscope allowed for many new discoveries in the realm of biology.,현미경은 생물학의 영역에서 많은 새로운 발견을 가능하게 했다.,
15,dam,v.,block,obstruct,,,,둑으로 막다,"To construct their shelters, beavers dam streams with pieces of wood they have collected.",집을 짓기 위해서 비버는 그들이 모은 나무 조각들로 개울을 막는다.
15,flattery,n.,praise,,,,아첨,Mike often uses flattery to get his boss's attention.,Mike는 상사의 관심을 얻기 위해 자주 아첨을 한다.,
15,amplify,v.,increase,magnify,enlarge,expand,"확대하다, 증대하다",Scientific farming can amplify the production of wheat.,과학적 영농은 밀의 생산을 증대할 수 있다.,
15,dimension,n.,size,magnitude,,,,"크기, 규모",Lucy should accurately measure the dimensions of her office before ordering a desk.,Lucy는 책상을 주문하기 전에 사무실의 크기를 정확하게 측정해야 한다.
15,deplete,v.,exhaust,empty,use up,reduce,"다 써버리다, 대폭 감소시키다",The family depleted their savings to renovate the house they bought recently.,그 가족은 최근에 산 집을 개조하느라 저축한 돈을 다 써버렸다.,
15,characteristic,adj.,distinctive,peculiar,special,,특유의,The ostrich's characteristic size and speed set it apart from other birds.,타조 특유의 크기와 속도가 다른 새들로부터 그것을 구별하게 한다.,
15,characteristic,n.,quality,feature,trait,,"특징, 특성",Freedom of expression is a fundamental characteristic of democracy.,표현의 자유는 민주주의의 기본적인 특징이다.,
15,ice sheet,n.,glacier,,,,대륙 빙하,Fjords are coastal landforms formed millions of years ago by massive ice sheets.,피오르드는 수백만 년 전에 거대한 대륙 빙하에 의해 형성된 해안 지형이다.,
15,spectator,n.,viewer,onlooker,,,"관객, 구경꾼","The tennis match attracted over 30,000 spectators.",그 테니스 경기는 3만 명 이상의 관객을 끌어모았다.,
15,bountifully,adv.,abundantly,copiously,plentifully,exuberantly,풍부하게,"In mountain meadows, wildflowers bloom bountifully in the spring.",산의 목초지에서는 봄에 야생화가 풍부하게 피어난다.,
